55909,MN
56110,MN
56146,MN
55001,MN
56431,MN
56433,MN
56307,MN
56207,MN
56007,MN
55301,MN
56009,MN
56434,MN
56308,MN
56111,MN
55910,MN
56010,MN
55703,MN
55710,MN
55302,MN
55303,MN
55304,MN
56208,MN
56113,MN
55307,MN
56309,MN
55704,MN
56209,MN
55705,MN
55912,MN
56114,MN
56310,MN
55706,MN
56435,MN
56621,MN
56115,MN
55707,MN
56311,MN
56623,MN
55003,MN
56211,MN
55601,MN
56116,MN
55308,MN
56312,MN
56011,MN
56212,MN
56214,MN
56601,MN
56619,MN
56658,MN
56626,MN
56641,MN
56215,MN
56437,MN
55005,MN
56117,MN
56627,MN
56628,MN
56639,MN
55309,MN
56629,MN
55310,MN
55708,MN
56630,MN
56663,MN
56216,MN
55917,MN
56013,MN
56313,MN
55709,MN
56314,MN
56218,MN
55006,MN
56401,MN
56425,MN
56315,MN
56119,MN
56014,MN
55602,MN
55007,MN
55711,MN
56316,MN
56438,MN
55918,MN
56219,MN
55919,MN
55312,MN
55712,MN
55313,MN
55314,MN
55713,MN
56318,MN
56120,MN
55920,MN
55921,MN
55716,MN
55008,MN
56220,MN
55009,MN
55922,MN
56319,MN
55718,MN
55315,MN
56633,MN
55010,MN
55011,MN
55002,MN
55012,MN
56121,MN
55316,MN
56122,MN
55317,MN
55318,MN
55923,MN
55013,MN
55719,MN
56221,MN
55014,MN
56222,MN
55924,MN
56440,MN
56223,MN
56016,MN
56634,MN
56652,MN
55319,MN
55320,MN
56224,MN
56017,MN
56225,MN
56226,MN
55720,MN
55721,MN
55321,MN
56320,MN
55722,MN
56321,MN
55322,MN
56019,MN
56020,MN
55723,MN
56227,MN
56228,MN
55016,MN
55717,MN
55724,MN
55766,MN
56229,MN
56021,MN
55725,MN
55726,MN
56441,MN
56442,MN
55323,MN
56123,MN
56443,MN
56323,MN
55925,MN
55017,MN
56324,MN
56230,MN
56231,MN
56022,MN
55324,MN
55325,MN
56232,MN
55327,MN
56631,MN
56636,MN
56637,MN
56659,MN
56688,MN
56444,MN
55328,MN
56023,MN
55018,MN
55926,MN
55933,MN
55927,MN
56235,MN
55929,MN
56125,MN
55701,MN
55801,MN
55802,MN
55803,MN
55804,MN
55805,MN
55806,MN
55807,MN
55808,MN
55810,MN
55811,MN
55812,MN
55814,MN
55815,MN
55816,MN
56236,MN
55019,MN
56127,MN
56446,MN
56024,MN
56025,MN
56237,MN
55329,MN
56128,MN
55931,MN
55932,MN
55330,MN
56026,MN
56129,MN
56027,MN
56325,MN
55731,MN
55796,MN
56028,MN
55732,MN
56447,MN
56029,MN
55733,MN
56326,MN
55734,MN
55331,MN
55934,MN
55332,MN
56031,MN
56075,MN
55021,MN
55024,MN
56448,MN
55603,MN
55735,MN
56328,MN
55736,MN
56329,MN
56357,MN
55738,MN
55025,MN
56330,MN
56449,MN
55935,MN
55333,MN
56032,MN
56331,MN
55026,MN
56033,MN
56131,MN
56034,MN
56332,MN
56450,MN
55334,MN
56035,MN
56239,MN
55335,MN
55741,MN
56333,MN
55336,MN
56036,MN
56334,MN
56644,MN
55027,MN
56037,MN
56210,MN
56240,MN
56039,MN
55604,MN
55936,MN
55605,MN
55730,MN
55744,MN
55745,MN
55029,MN
56241,MN
